"zipcode","city","list","list_number","firstname","lastname","gender","position","party","cumuls_2017","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","cumuleo_url"
1360,"Perwez","Ensemble!",,"Frédéric","DROPSY-WALLING","M",17,,,,,,,,,,,,,,,,,
1310,"La Hulpe","ECOLO",,"Julie","DROSSAERT","F",6,,,,,,,,,,,,,,,,,
1460,"Ittre","MR",,"Amandine","DROSSART","F",14,,,,,,,,,,,,,,,,,
1190,"Forest","MR",12,"Denis","DROSSART",,17,,,,,,,,,,,,,,,,,
4120,"Neupré","PS",,"Shirley","DROSSART","F",2,,,,,,,,,,,,,,,,,
1070,"Anderlecht","ECOLO_GROEN",2,"Jérémie","Drouart",,1,,,,,,,,,,,,,,,,,
4650,"Herve","HDM",,"Marc","DROUGUET","M",1,"MR","5","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/13004-marc-drouguet.php"
7333,"Saint-Ghislain","Osons !",,"Laurent","DROUSIE","M",27,,,,,,,,,,,,,,,,,
7000,"Mons","Citoyens",,"David","DRUART","M",6,,,,,,,,,,,,,,,,,
7170,"Manage","MR",,"Doris","DRUART","F",20,,,,,,,,,,,,,,,,,
7300,"Boussu","ECHO",,"Geoffrey","DRUART","M",17,,,,,,,,,,,,,,,,,
7041,"Quévy","PS",,"Jérôme","DRUART","M",12,,,,,,,,,,,,,,,,,
1495,"Villers-la-Ville","ENSEMBLE P. V.",,"Pascal","DRUART","M",5,,,,,,,,,,,,,,,,,
7740,"Pecq","GO",,"Xavier","DRUART","M",5,,,,,,,,,,,,,,,,,
5575,"Gedinne","Aux12GEDIoui",,"Chantal","DRUART - BRAHY","F",8,,,,,,,,,,,,,,,,,
6540,"Lobbes","CDH",,"Marie Françoise","DRUART-MESTDAGH","F",14,,,,,,,,,,,,,,,,,
1495,"Villers-la-Ville","MR",,"Marc","DRUEZ","M",3,"MR","3","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,"https://www.cumuleo.be/mandataire/9414-marc-druez.php"
,"Fontaine-l'Evêque","PS",,"Alain","DRUGMAN","M",17,,,,,,,,,,,,,,,,,
7370,"Dour","J.A.U.R.E.S.",,"Francis","DRUGMAN","M",1,,,,,,,,,,,,,,,,,
6180,"Courcelles","PS",,"Loïc","DRUGMAN","M",18,,,,,,,,,,,,,,,,,
7000,"Mons","AGORA - CDH",,"Annick","DRUGMANT","F",7,,,,,,,,,,,,,,,,,
6230,"Pont-à-Celles","IC",,"Pauline","DRUINE","F",2,,,,,,,,,,,,,,,,,
6120,"Ham-sur-Heure-Nalinnes","Cap Communal",,"Isabelle","DRUITTE","F",2,,,,,,,,,,,,,,,,,
7320,"Bernissart","ECOLO",,"Alain","DRUMEL","M",2,,,,,,,,,,,,,,,,,
6000,"Charleroi","PTB",,"Christiane","DRUMEL","F",49,,,,,,,,,,,,,,,,,
6540,"Lobbes","ECOLO",,"Tom","DRYGALSKI","M",8,,,,,,,,,,,,,,,,,
1050,"Ixelles","ECOLO - GROEN",2,"Martin","du Bois",,21,,,,,,,,,,,,,,,,,
1040,"Etterbeek","Alternative CDH",1,"André","du Bus",,35,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","CDH-CD&V+",1,"Gaëtane","du Bus de Warnaffe",,46,,,,,,,,,,,,,,,,,
4260,"Braives","EC",,"François-Hubert","du FONTBARÉ","M",15,,,,,,,,,,,,,,,,,
1050,"Ixelles","OBJECTIF XL",1,"Bernard","Du Four",,7,,,,,,,,,,,,,,,,,
4000,"Liège","PP",,"Raphaël","DU JARDIN","M",9,,,,,,,,,,,,,,,,,
1340,"Ottignies-Louvain-la-Neuve","AVENIR",,"Cedric","DU MONCEAU","M",1,,,,,,,,,,,,,,,,,
7387,"Honnelles","PHA",,"Brigitte","du TRIEU - VAN den ABEELE","F",6,,,,,,,,,,,,,,,,,
7911,"Frasnes-lez-Anvaing"," PS-AC",,"Sylvie","DUART","F",4,,,,,,,,,,,,,,,,,
1330,"Rixensart","SolidaRix",,"Michel","DUBAIL","M",19,,,,,,,,,,,,,,,,,
7700,"Mouscron","PS",,"Grégory","DUBAR","M",26,,,,,,,,,,,,,,,,,
6210,"Les Bons Villers","ECOLO",,"Julie","DUBART","F",10,,,,,,,,,,,,,,,,,
,"Celles (lez-Tournai)","Cel'Avenir",,"Michel","DUBART","M",16,,,,,,,,,,,,,,,,,
4460,"Grâce-Hollogne","ULP",,"Patrick","DUBASIK","M",25,,,,,,,,,,,,,,,,,
5330,"Assesse","SAD",,"Quentin","DUBASIN","M",9,,,,,,,,,,,,,,,,,
1083,"Ganshoren","ECOLO-GROEN",2,"Jean-Marie","Dubetz",,26,,,,,,,,,,,,,,,,,
4470,"Saint-Georges-sur-Meuse","PS",,"Jérémie","DUBLOUX","M",15,,,,,,,,,,,,,,,,,
6700,"Arlon","ECOLO+",,"Evelyne","DUBOC","F",14,,,,,,,,,,,,,,,,,
,"Berchem","Open MR",12,"Chantal","Duboccage",,4,,,,,,,,,,,,,,,,,
5660,"Couvin","ECOLO",,"Alain","DUBOIS","M",7,,,,,,,,,,,,,,,,,
1180,"Uccle","PS",5,"Alain","Dubois",,19,,,,,,,,,,,,,,,,,
1470,"Genappe","#NAME?",,"André","DUBOIS","M",25,,,,,,,,,,,,,,,,,
5600,"Philippeville","Agir Ensemble",,"André","DUBOIS","M",7,,,,,,,,,,,,,,,,,
,"Braine-l'Alleud","INT. BRAINOIS",,"Anita","DUBOIS","F",26,,,,,,,,,,,,,,,,,
7050,"Jurbise","ALTERNATIVE",,"Annie","DUBOIS","F",14,,,,,,,,,,,,,,,,,
4550,"Nandrin","TE",,"Antoine","DUBOIS","M",9,,,,,,,,,,,,,,,,,
,"Celles (lez-Tournai)","OBJEC.-CITOYEN",,"Aurélie","DUBOIS","F",10,,,,,,,,,,,,,,,,,
1150,"Woluwe-Saint-Pierre","ECOLO-GROEN",2,"Bénédicte","Dubois",,29,,,,,,,,,,,,,,,,,
4280,"Hannut","H+",,"Camille","DUBOIS","F",16,,,,,,,,,,,,,,,,,
4800,"Verviers","MR",,"Camille","DUBOIS","M",19,,,,,,,,,,,,,,,,,
7972,"Beloeil","PS",,"Catherine","DUBOIS","F",6,,,,,,,,,,,,,,,,,
1160,"Auderghem","LISTE CITOYENNE 1177",1,"Céline","Dubois",,17,,,,,,,,,,,,,,,,,
6000,"Charleroi","DéFI",,"Chantal","DUBOIS","F",28,,,,,,,,,,,,,,,,,
6850,"Paliseul","ECOLO",,"Christiane","DUBOIS","F",7,,,,,,,,,,,,,,,,,
4400,"Flémalle","I.C.",,"Claire","DUBOIS","F",20,,,,,,,,,,,,,,,,,
5350,"Ohey","Plus d'Echo",,"Dany","DUBOIS","M",15,"x","3","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,"https://www.cumuleo.be/mandataire/6339-dany-dubois.php"
5670,"Viroinval","V. Autrement",,"Dominique","DUBOIS","F",13,,,,,,,,,,,,,,,,,
5530,"Yvoir","La Relève",,"Eric","DUBOIS","M",9,,,,,,,,,,,,,,,,,
,"Eghezée","LDP",,"Franz","DUBOIS","M",11,,,,,,,,,,,,,,,,,
5670,"Viroinval","V. Autrement",,"Gaëtan","DUBOIS","M",4,,,,,,,,,,,,,,,,,
7340,"Colfontaine","C.PLUS",,"Guy","DUBOIS","M",27,,,,,,,,,,,,,,,,,
4260,"Braives","DéFI",,"Henri","DUBOIS","M",9,,,,,,,,,,,,,,,,,
5030,"Gembloux","MR",,"Henri","DUBOIS","M",21,,,,,,,,,,,,,,,,,
7060,"Soignies","PS",,"Hubert","DUBOIS","M",2,"PS","6","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/14214-hubert-dubois.php"
1370,"Jodoigne","UC",,"Humbert","DUBOIS","M",9,,,,,,,,,,,,,,,,,
6760,"Virton","IC+",,"Jean-Noël","DUBOIS","M",8,,,,,,,,,,,,,,,,,
6230,"Pont-à-Celles","PS",,"Jean-Pierre","DUBOIS","M",17,,,,,,,,,,,,,,,,,
1000,"Bruxelles","MR-VLD",6,"Julien","DUBOIS",,47,,,,,,,,,,,,,,,,,
5540,"Hastière","En avant",,"Laura","DUBOIS","F",8,"x","4","oui",,,,,,,,,,,,,,"https://www.cumuleo.be/mandataire/16880-laura-dubois.php"
4430,"Ans","CDH-RCA",,"Luc","DUBOIS","M",15,,,,,,,,,,,,,,,,,
4000,"Liège","WI",,"Ludivine","DUBOIS","F",5,,,,,,,,,,,,,,,,,
6980,"La Roche-en-Ardenne","Pour Vous",,"Manon","DUBOIS","F",6,,,,,,,,,,,,,,,,,
4130,"Esneux","PS",,"Marie Claire","DUBOIS","F",22,,,,,,,,,,,,,,,,,
7060,"Soignies","MR",,"Marie-Christine","DUBOIS","F",26,,,,,,,,,,,,,,,,,
4650,"Herve","HDM",,"Marion","DUBOIS","F",12,"MR","6","oui",,,,,,,,,,,,,,"https://www.cumuleo.be/mandataire/16881-marion-dubois.php"
5070,"Fosses-la-Ville","PS",,"Marjoline","DUBOIS","F",4,,,,,,,,,,,,,,,,,
6890,"Libin","ViAV",,"Mélanie","DUBOIS","F",3,,,,,,,,,,,,,,,,,
7972,"Beloeil","Bel Elan",,"Michel","DUBOIS","M",1,"cdH","5","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/6333-michel-dubois.php"
1090,"Jette","VLAAMS BELANG",3,"Monique","Dubois",,26,,,,,,,,,,,,,,,,,
7640,"Antoing","UCA",,"Nadine","DUBOIS","F",8,,,,,,,,,,,,,,,,,
4430,"Ans","PS",,"Nathalie","DUBOIS","F",2,"PS","5","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/6331-nathalie-dubois.php"
7387,"Honnelles","PHA",,"Nicolas","DUBOIS","M",15,,,,,,,,,,,,,,,,,
6120,"Ham-sur-Heure-Nalinnes","MR",,"Pascal","DUBOIS","M",15,,,,,,,,,,,,,,,,,
7950,"Chièvres","MR",,"Paul","DUBOIS","M",17,,,,,,,,,,,,,,,,,
5363,"Hamois","OXYGÈNE",,"Pauline","DUBOIS","F",2,,,,,,,,,,,,,,,,,
4560,"Clavier","I.C.",,"Philippe","DUBOIS","M",1,"MR","11","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,"https://www.cumuleo.be/mandataire/11596-philippe-dubois.php"
1190,"Forest","Forest En Mieux",13,"Philippe","DUBOIS",,16,,,,,,,,,,,,,,,,,
6530,"Thuin","PS",,"Philippe","DUBOIS","M",17,,,,,,,,,,,,,,,,,
6500,"Beaumont","ARC ",,"Romain","DUBOIS","M",9,,,,,,,,,,,,,,,,,
7800,"Ath","PS",,"Sébastien","DUBOIS","M",25,,,,,,,,,,,,,,,,,
7320,"Bernissart","ECOLO",,"Sophie","DUBOIS","F",5,,,,,,,,,,,,,,,,,
7940,"Brugelette","Les Communaux",,"Sylvie","DUBOIS","F",10,,,,,,,,,,,,,,,,,
7900,"Leuze-en-Hainaut","DéFI",,"Sylvie","DUBOIS","F",8,,,,,,,,,,,,,,,,,
1160,"Auderghem","LISTE CITOYENNE 1166",1,"Vincent","Dubois",,6,,,,,,,,,,,,,,,,,
,"Braine-l'Alleud","DéFI",,"Vincent","DUBOIS","M",23,,,,,,,,,,,,,,,,,
4570,"Marchin","M-R",,"Fabienne","DUBOIS - SARLET","F",8,,,,,,,,,,,,,,,,,
1000,"Bruxelles","MR-VLD",6,"Claudine","DUBOIS-CATTELAIN",,42,,,,,,,,,,,,,,,,,
4920,"Aywaille","ECOLO",,"Corine","DUBOIS-DARCIS","F",3,,,,,,,,,,,,,,,,,
5190,"Jemeppe-sur-Sambre","PepS",,"Marie-Ange","DUBOIS-DUPONT","F",8,,,,,,,,,,,,,,,,,
4460,"Grâce-Hollogne","MR",,"Christiane","DUBOIS-ISERENTANT","F",24,,,,,,,,,,,,,,,,,
4877,"Olne","POUR OLNE",,"Caroline","DUBOIS-TIXHON","F",14,,,,,,,,,,,,,,,,,
1400,"Nivelles","ECOLO",,"Magali","DUBRAY","F",18,,,,,,,,,,,,,,,,,
6470,"Sivry-Rance","Ensemble",,"Mickaël","DUBRAY","M",3,,,,,,,,,,,,,,,,,
7100,"La Louvière","MR-IC",,"Dany","DUBREUX","M",25,,,,,,,,,,,,,,,,,
4000,"Liège","PP",,"Marielle","DUBRU","F",6,,,,,,,,,,,,,,,,,
1070,"Anderlecht","MR-Open Vld-IC",12,"Oscar","Dubru",,17,"MR","9","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/13008-oscar-dubru.php"
4250,"Geer","IC",,"Catherine","DUBRU-WOLLSEIFEN","F",4,,,,,,,,,,,,,,,,,
7860,"Lessines","SOCI@LIBRE",,"Laurent","DUBRULE","M",16,,,,,,,,,,,,,,,,,
6540,"Lobbes","CDH",,"Francis","DUBRUX","M",15,,,,,,,,,,,,,,,,,
5680,"Doische","MR-IC",,"Eric","DUBUC","M",7,,,,,,,,,,,,,,,,,
5670,"Viroinval","POUR",,"Grégory","DUBUC","M",11,,,,,,,,,,,,,,,,,
5660,"Couvin","CVN ",,"Christiane","DUBUC-CHEVALIER","F",23,,,,,,,,,,,,,,,,,
7890,"Ellezelles","ECOLO",,"Sylvain","DUBUIS","M",11,,,,,,,,,,,,,,,,,
5170,"Profondeville","ECOLO",,"Bernard","DUBUISSON","M",2,,,,,,,,,,,,,,,,,
6200,"Châtelet","LA DROITE",,"Christopher","DUBUISSON","M",13,,,,,,,,,,,,,,,,,
1330,"Rixensart","PROXIMITÉ",,"Etienne","DUBUISSON","M",1,,,,,,,,,,,,,,,,,
,"Eghezée","EPV",,"Michel","DUBUISSON","M",3,"MR","5","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/6327-michel-dubuisson.php"
7900,"Leuze-en-Hainaut","ECOLO",,"Vincent","DUBUISSON","M",9,,,,,,,,,,,,,,,,,
7972,"Beloeil","Bel Elan",,"Virginie","DUBUISSON","F",2,,,,,,,,,,,,,,,,,
7730,"Estaimpuis","PS-LB",,"Christine","DUBUS","F",2,,,,,,,,,,,,,,,,,
4920,"Aywaille","ECOLO",,"Maureen","DUBUS","F",7,,,,,,,,,,,,,,,,,
5530,"Yvoir","EPY",,"Thierry","DUBUS","M",9,,,,,,,,,,,,,,,,,
7600,"Péruwelz","AC - Action Citoyenne",,"Jennifer","DUC","F",22,,,,,,,,,,,,,,,,,
6470,"Sivry-Rance","MIL",,"François","DUCARME","M",15,"cdH","10","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,"https://www.cumuleo.be/mandataire/6324-francois-ducarme.php"
6530,"Thuin","MR",,"Louise","DUCARME","F",21,,,,,,,,,,,,,,,,,
1081,"Koekelberg","LB",13,"Lucas","Ducarme",,3,,,,,,,,,,,,,,,,,
7972,"Beloeil","PS",,"Margot","DUCARME","F",10,,,,,,,,,,,,,,,,,
,"Eghezée","PS",,"Jean","DUCAT","M",23,,,,,,,,,,,,,,,,,
7900,"Leuze-en-Hainaut","PS",,"Christian","DUCATTILLON","M",1,,,,,,,,,,,,,,,,,
7340,"Colfontaine","PS",,"Danièle","DUCCI","F",16,,,,,,,,,,,,,,,,,
1435,"Mont-Saint-Guibert","MSG Cohésion",,"Françoise","DUCHATEAU","F",4,,,,,,,,,,,,,,,,,
7911,"Frasnes-lez-Anvaing","MR",,"Vincent","DUCHÂTEAU","M",17,,,,,,,,,,,,,,,,,
4620,"Fléron","ECOLO",,"Yves","DUCHÂTEAU","M",15,,,,,,,,,,,,,,,,,
4550,"Nandrin","Pour Nandrin",,"Jeanine","DUCHATEAU-EVRARD","F",12,,,,,,,,,,,,,,,,,
4140,"Sprimont","CDH",,"Simon","DUCHATELET","M",10,,,,,,,,,,,,,,,,,
5150,"Floreffe","PS",,"Isabelle","DUCHEMIN","F",5,,,,,,,,,,,,,,,,,
4577,"Modave","OSE",,"Anne","DUCHÊNE","F",11,,,,,,,,,,,,,,,,,
5000,"Namur","PP",,"Anthony","DUCHÊNE","M",9,,,,,,,,,,,,,,,,,
6150,"Anderlues","AJC",,"Aurore","DUCHÈNE","F",4,,,,,,,,,,,,,,,,,
6890,"Libin","HORIZON 2024",,"Caroline","DUCHÊNE","F",15,,,,,,,,,,,,,,,,,
4367,"Crisnée","PS+",,"Claude","DUCHÊNE","M",3,,,,,,,,,,,,,,,,,
5300,"Andenne","MR",,"Fabienne","DUCHÊNE","F",19,,,,,,,,,,,,,,,,,
5060,"Sambreville","MR & Citoyens",,"Francine","DUCHÊNE","F",2,,,,,,,,,,,,,,,,,
5150,"Floreffe","PS",,"Guy","DUCHÈNE","M",16,,,,,,,,,,,,,,,,,
1090,"Jette","ECOLO-GROEN",2,"Jonathan","Duchêne",,35,,,,,,,,,,,,,,,,,
7900,"Leuze-en-Hainaut","PS",,"Thérèse","DUCHÊNE","F",6,,,,,,,,,,,,,,,,,
5150,"Floreffe","PS",,"Valéryane","DUCHÈNE","F",3,,,,,,,,,,,,,,,,,
6887,"Herbeumont","Alternative",,"Anne-Christine","DUCHENNE","F",4,,,,,,,,,,,,,,,,,
1380,"Lasne","DéFI",,"Jean-Michel","DUCHENNE","M",1,,,,,,,,,,,,,,,,,
6240,"Farciennes","PS",,"Ophélie","DUCHENNE","F",6,"PS","8","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/14219-ophelie-duchenne.php"
5370,"Havelange","HAV'ENIR",,"Annick","DUCHESNE","F",17,"x","6","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/14220-annick-duchesne.php"
5000,"Namur","PTB",,"Etienne","DUCHESNE","M",43,,,,,,,,,,,,,,,,,
4160,"Anthisnes","PS-IC",,"Jean-Luc","DUCHESNE","M",11,,,,,,,,,,,,,,,,,
,"Mont-de-l'Enclus","ACE",,"Cindy","DUCKAERT","F",4,,,,,,,,,,,,,,,,,
5170,"Profondeville","PS",,"Eric","DUCKERS","M",17,,,,,,,,,,,,,,,,,
6440,"Froidchapelle","AC",,"Jean","DUCOEUR","M",5,,,,,,,,,,,,,,,,,
6440,"Froidchapelle","EC",,"Michel","DUCOEUR","M",7,"x","6","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/14222-michel-ducoeur.php"
5000,"Namur","DéFI",,"Bernard","DUCOFFRE","M",45,,,,,,,,,,,,,,,,,
5600,"Philippeville","MR",,"Georges","DUCOFFRE","M",5,,,,,,,,,,,,,,,,,
7972,"Beloeil","L'essentiel",,"James","DUCORON","M",11,,,,,,,,,,,,,,,,,
7740,"Pecq","ActionS",,"Christine","DUCOULOMBIER-LIBBRECHT","F",8,,,,,,,,,,,,,,,,,
7000,"Mons","PP",,"Bertrand","DUCROT","M",1,,,,,,,,,,,,,,,,,
1450,"Chastre","ECOLO",,"Jean-Baptiste","DUCROTOIS","M",14,,,,,,,,,,,,,,,,,
7500,"Tournai","ECOLO",,"Sophie","DUCROTOIS","F",15,,,,,,,,,,,,,,,,,
1060,"Saint-Gilles","Liste du Bourgmestre",5,"Xenia","Duculescu",,20,,,,,,,,,,,,,,,,,
5500,"Dinant","Din.Autrement",,"Christelle","DUCULOT","F",6,,,,,,,,,,,,,,,,,
1050,"Ixelles","OBJECTIF XL",1,"Maïa","Dudals",,20,,,,,,,,,,,,,,,,,
7640,"Antoing","PS",,"Gauthier","DUDANT","M",9,,,,,,,,,,,,,,,,,
,"Braine-l'Alleud","DéFI",,"Honorata","DUDEK","F",32,,,,,,,,,,,,,,,,,
1160,"Auderghem","LISTE CITOYENNE 1164",1,"Baudouin","Duelz",,4,,,,,,,,,,,,,,,,,
,"Braine-l'Alleud","L.Bourgmestre",,"Adeline","DUERINCK","F",16,,,,,,,,,,,,,,,,,
7120,"Estinnes","MR",,"Annick","DUEZ","F",15,,,,,,,,,,,,,,,,,
7340,"Colfontaine","MR",,"Chantal","DUEZ","F",24,,,,,,,,,,,,,,,,,
4000,"Liège","VERT ARDENT",,"Colette","DUEZ","F",19,,,,,,,,,,,,,,,,,
7390,"Quaregnon","PS",,"Karine","DUEZ","F",22,,,,,,,,,,,,,,,,,
7940,"Brugelette","Les Communaux",,"Mathis","DUEZ","M",13,,,,,,,,,,,,,,,,,
5000,"Namur","PTB",,"Léon","DUFAUX","M",45,,,,,,,,,,,,,,,,,
5540,"Hastière","Avenir",,"Ingrid","DUFAYS","F",14,,,,,,,,,,,,,,,,,
7140,"Morlanwelz","100% Citoyen",,"Liliane","DUFER","F",18,,,,,,,,,,,,,,,,,
6220,"Fleurus","DéFI",,"Angélique","DUFEY","F",10,,,,,,,,,,,,,,,,,
1150,"Woluwe-Saint-Pierre","DéFI pour Woluwe 1150",4,"Jacques","Duffaut",,11,,,,,,,,,,,,,,,,,
6630,"Martelange","MVE",,"Olivier","DUFOND","M",1,,,,,,,,,,,,,,,,,
1050,"Ixelles","PTB*PVDA",9,"Anne-Virginie","Dufour",,7,,,,,,,,,,,,,,,,,
7000,"Mons","Mons en Mieux!",,"Aurélie","DUFOUR","F",12,,,,,,,,,,,,,,,,,
,"Court-Saint-Etienne","OXYGENE",,"Barbara","DUFOUR","F",11,,,,,,,,,,,,,,,,,
6120,"Ham-sur-Heure-Nalinnes","VivrEnsemble",,"Bernard","DUFOUR","M",19,,,,,,,,,,,,,,,,,
6000,"Charleroi","OXYGENE",,"Fabienne","DUFOUR","F",2,,,,,,,,,,,,,,,,,
7333,"Saint-Ghislain","Osons !",,"Frédéric","DUFOUR","M",5,"Ecolo","3","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/14224-frederic-dufour.php"
4000,"Liège","VEGA",,"Germain","DUFOUR","M",49,,,,,,,,,,,,,,,,,
6880,"Bertrix","ENSEMBLE",,"Nathalie","DUFOUR","F",8,,,,,,,,,,,,,,,,,
7950,"Chièvres","ECOLO",,"Patricia","DUFOUR","F",8,,,,,,,,,,,,,,,,,
,"Berchem","ECOLO-GROEN",2,"Véronique","Dufour",,17,,,,,,,,,,,,,,,,,
1050,"Ixelles","Liste La Bourgmestre",12,"Dominique","Dufourny",,1,"MR","9","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,"https://www.cumuleo.be/mandataire/6313-dominique-dufourny.php"
7120,"Estinnes","GP",,"Baudouin","DUFRANE","M",3,,,,,,,,,,,,,,,,,
7160,"Chapelle-lez-Herlaimont","AC",,"Chantal","DUFRANE","F",6,,,,,,,,,,,,,,,,,
6567,"Merbes-le-Château","MR",,"Florence","DUFRANE","F",12,,,,,,,,,,,,,,,,,
7000,"Mons","Mons en Mieux!",,"Florent","DUFRANE","M",9,"MR","7","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/14225-florent-dufrane.php"
6110,"Montigny-le-Tilleul","PS",,"Gregory","DUFRANE","M",2,,,,,,,,,,,,,,,,,
7080,"Frameries","PS",,"Julie","DUFRANE","F",14,,,,,,,,,,,,,,,,,
7090,"Braine-le-Comte","Ensemble",,"Pierre-Daniel","DUFRANNE","M",11,,,,,,,,,,,,,,,,,
,"Saint-Nicolas (liège)","ECOLO",,"Samuel","DUFRANNE","M",1,,,,,,,,,,,,,,,,,
7080,"Frameries","PS",,"Claude","DUFRASNE","M",9,"PS","7","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/14226-claude-dufrasne.php"
1081,"Koekelberg","LB",13,"Danièle","Dufrasne",,20,,,,,,,,,,,,,,,,,
7972,"Beloeil","PS",,"Mélanie","DUFRASNES","F",22,,,,,,,,,,,,,,,,,
7080,"Frameries","Be Frameries",,"Marie-Hélène","DUFRESNE","F",14,,,,,,,,,,,,,,,,,
4400,"Flémalle","I.C.",,"Marie-Flore","DUGA GALO","F",4,,,,,,,,,,,,,,,,,
5150,"Floreffe","ECOLO",,"Patrick","DUGARDEYN","M",8,,,,,,,,,,,,,,,,,
1460,"Ittre","MR",,"Bruno","DUGARDIN","M",5,,,,,,,,,,,,,,,,,
7000,"Mons","Citoyens",,"Laetitia","DUGAUQUIER","F",13,,,,,,,,,,,,,,,,,
7130,"Binche","MR-CI",,"Marc","DUGAUQUIER","M",23,,,,,,,,,,,,,,,,,
4400,"Flémalle","WI",,"Patricia","DUGUET","F",8,,,,,,,,,,,,,,,,,
4400,"Flémalle","WI",,"Sébastien","DUGUET","M",5,,,,,,,,,,,,,,,,,
7900,"Leuze-en-Hainaut","DéFI",,"Anne","DUHAIN","F",4,,,,,,,,,,,,,,,,,
6110,"Montigny-le-Tilleul","DéFI",,"Béatrice","DUHAIN","F",13,,,,,,,,,,,,,,,,,
7911,"Frasnes-lez-Anvaing","H. CITOYEN",,"Eveline","DUHAMEL","F",14,,,,,,,,,,,,,,,,,
7060,"Soignies","PS",,"Jérôme","DUHAMEL","M",12,,,,,,,,,,,,,,,,,
7730,"Estaimpuis","ECOLO",,"Jocelyn","DUHAMEL","M",17,,,,,,,,,,,,,,,,,
6530,"Thuin","PS",,"Frédéric","DUHANT","M",23,,,,,,,,,,,,,,,,,
7333,"Saint-Ghislain","PS",,"Philippe","DUHAUT","M",9,"PS","7","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/6307-philippe-duhaut.php"
7180,"Seneffe","LB",,"Marie-Christine","DUHOUX","F",3,"MR","1","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/13012-marie-christine-duhoux.php"
7333,"Saint-Ghislain","PS",,"Michel","DUHOUX","M",15,,,,,,,,,,,,,,,,,
6540,"Lobbes","PS",,"Marie","DUI","F",4,,,,,,,,,,,,,,,,,
6000,"Charleroi","PP",,"Christian","DUJACQUIER","M",9,,,,,,,,,,,,,,,,,
7800,"Ath","ECOLO",,"Nathalie ","DUJACQUIER","F",24,,,,,,,,,,,,,,,,,
,"Braine-l'Alleud","L.Bourgmestre",,"Patricia","DUJACQUIÈRE-MAHY","F",8,,,,,,,,,,,,,,,,,
1325,"Chaumont-Gistoux","Villages",,"Christophe","DUJARDIN","M",11,,,,,,,,,,,,,,,,,
1150,"Woluwe-Saint-Pierre","OPEN MR",12,"Étienne","DUJARDIN",,6,,,,,,,,,,,,,,,,,
5670,"Viroinval","V. Autrement",,"Grégory","DUJARDIN","M",8,,,,,,,,,,,,,,,,,
6900,"Marche-en-Famenne","DéFI",,"Jacques","DUJARDIN","M",5,,,,,,,,,,,,,,,,,
7600,"Péruwelz","AC - Action Citoyenne",,"Jordan","DUJARDIN","M",13,,,,,,,,,,,,,,,,,
7100,"La Louvière","AGIR",,"Nathalie","DUJARDIN","F",6,,,,,,,,,,,,,,,,,
7180,"Seneffe","LB",,"Nicolas","DUJARDIN","M",4,,,,,,,,,,,,,,,,,
4100,"Seraing","PTB",,"Philippe","DUJARDIN","M",27,,,,,,,,,,,,,,,,,
6640,"Vaux-sur-Sûre","BOURGMESTRE",,"Sandra","DUJARDIN","F",20,,,,,,,,,,,,,,,,,
4845,"Jalhay","OSER",,"Vincent","DUJARDIN","M",15,,,,,,,,,,,,,,,,,
5600,"Philippeville","ECOLO",,"Vincent","DUJARDIN","M",11,,,,,,,,,,,,,,,,,
7340,"Colfontaine","PP",,"Violetta","DUJARDIN","F",4,,,,,,,,,,,,,,,,,
5660,"Couvin","Nation",,"Alfred","DUKURS","M",2,,,,,,,,,,,,,,,,,
5000,"Namur","ECOLO",,"Isabelle","DULIÈRE","F",24,,,,,,,,,,,,,,,,,
